distance,consume,temp_inside,temp_outside,gas_type,AC,rain,sun,temp_diff,fuel_used,cost_of_trip,trip_in_hours,avg_speed
24.5,3.9,22.0,15,E10,0,0,1,7.0,0.9555,1.954,0.8333333333333334,29.4
11.8,4.5,22.5,12,E10,0,0,0,10.5,0.531,1.086,0.4666666666666667,25.28571428571429
4.1,5.4,22.5,13,E10,0,0,0,9.5,0.2214,0.453,0.4,10.249999999999998
4.2,5.6,22.0,17,E10,0,0,0,5.0,0.2352,0.481,0.48333333333333334,8.689655172413794
4.2,3.9,22.0,18,E10,0,0,1,4.0,0.1638,0.335,0.48333333333333334,8.689655172413794
16.0,4.0,22.0,10,E10,0,0,0,12.0,0.64,1.309,0.6666666666666666,24.0
22.9,4.0,22.0,21,E10,0,0,0,1.0,0.9159999999999999,1.873,0.48333333333333334,47.37931034482758
16.0,3.8,22.0,8,E10,0,0,0,14.0,0.608,1.243,0.7,22.857142857142858
15.4,4.5,22.0,14,E10,0,0,0,8.0,0.693,1.417,0.8333333333333334,18.48
16.0,3.8,22.0,12,E10,0,0,0,10.0,0.608,1.243,0.6833333333333333,23.414634146341463
4.2,5.6,22.0,18,E10,0,0,0,4.0,0.2352,0.481,0.5333333333333333,7.875
101.9,5.2,22.0,18,E10,0,0,0,4.0,5.2988,10.836,1.25,81.52000000000001
93.9,4.8,23.0,18,E10,1,0,1,5.0,4.5072,9.217,1.4666666666666666,64.02272727272728
25.7,4.9,22.0,10,SP98,0,1,0,12.0,1.2593,2.493,0.8333333333333334,30.839999999999996
16.0,4.1,22.0,10,SP98,0,0,0,12.0,0.6559999999999999,1.299,0.6666666666666666,24.0
16.1,4.5,22.0,19,SP98,0,0,0,3.0,0.7245,1.435,0.5333333333333333,30.187500000000004
16.0,4.4,22.0,7,SP98,1,1,0,15.0,0.7040000000000001,1.394,0.6666666666666666,24.0
16.0,4.5,22.0,11,SP98,0,0,0,11.0,0.72,1.426,0.6833333333333333,23.414634146341463
24.7,4.5,22.0,10,SP98,0,0,0,12.0,1.1115,2.201,0.43333333333333335,56.99999999999999
16.0,3.9,22.0,8,SP98,0,0,0,14.0,0.624,1.236,0.7,22.857142857142858
15.4,4.6,22.0,16,SP98,0,0,0,6.0,0.7083999999999999,1.403,0.7166666666666667,21.488372093023255
16.0,3.8,22.0,8,SP98,0,0,0,14.0,0.608,1.204,0.6666666666666666,24.0
32.1,4.5,22.0,16,SP98,0,0,0,6.0,1.4445000000000001,2.86,0.8333333333333334,38.52
25.9,4.4,22.0,14,SP98,0,0,0,8.0,1.1396000000000002,2.256,0.6666666666666666,38.85
48.6,4.3,22.0,12,SP98,0,0,0,10.0,2.0898,4.138,0.7333333333333333,66.27272727272728
37.2,4.0,22.0,20,SP98,0,0,1,2.0,1.4880000000000002,2.946,0.75,49.6
28.8,3.9,22.0,15,SP98,0,0,1,7.0,1.1232,2.224,0.5833333333333334,49.37142857142857
6.7,5.0,22.0,17,SP98,0,0,0,5.0,0.335,0.663,0.5,13.4
7.4,4.1,22.0,18,SP98,0,0,1,4.0,0.3034,0.601,0.4166666666666667,17.76
17.3,4.1,22.0,25,SP98,0,0,1,-3.0,0.7092999999999999,1.404,0.36666666666666664,47.18181818181819
6.6,5.6,22.0,16,SP98,0,0,0,6.0,0.36959999999999993,0.732,0.7166666666666667,9.209302325581394
14.3,4.1,22.0,20,SP98,0,0,0,2.0,0.5862999999999999,1.161,0.43333333333333335,33.0
13.3,4.6,22.0,18,SP98,0,0,0,4.0,0.6118,1.211,0.55,24.18181818181818
8.3,4.9,22.0,23,SP98,0,0,0,-1.0,0.40670000000000006,0.805,0.43333333333333335,19.153846153846153
12.7,4.5,22.0,27,SP98,0,0,1,-5.0,0.5715,1.132,0.65,19.538461538461537
16.5,4.1,22.0,14,SP98,0,0,0,8.0,0.6764999999999999,1.339,0.7833333333333333,21.06382978723404
20.6,4.1,22.0,21,SP98,0,0,0,1.0,0.8445999999999999,1.672,0.6333333333333333,32.526315789473685
16.3,4.5,22.0,16,SP98,0,0,0,6.0,0.7335,1.452,0.9666666666666667,16.862068965517242
18.7,4.2,25.0,18,SP98,1,0,1,7.0,0.7854000000000001,1.555,1.0833333333333333,17.26153846153846
36.5,3.9,23.0,18,SP98,0,0,1,5.0,1.4235,2.819,0.9,40.55555555555556
19.0,5.0,22.0,15,SP98,1,0,1,7.0,0.95,1.881,0.5833333333333334,32.57142857142857
16.6,4.4,22.0,5,SP98,1,0,0,17.0,0.7304,1.446,0.7666666666666667,21.65217391304348
29.9,4.5,22.0,18,SP98,1,0,0,4.0,1.3455,2.664,0.5333333333333333,56.0625
16.0,3.8,22.0,11,SP98,0,0,0,11.0,0.608,1.204,0.7,22.857142857142858
21.1,5.1,22.0,10,SP98,0,1,0,12.0,1.0761,2.131,0.55,38.36363636363636
16.0,3.9,22.0,10,SP98,0,0,0,12.0,0.624,1.236,0.6666666666666666,24.0
11.9,5.3,22.0,13,SP98,0,0,0,9.0,0.6307,1.249,0.5666666666666667,21.0
10.1,4.2,22.0,16,SP98,0,0,0,6.0,0.4242,0.84,0.5833333333333334,17.314285714285713
31.9,4.3,22.0,16,SP98,0,0,0,6.0,1.3717,2.716,0.55,57.99999999999999
18.7,4.0,22.0,13,SP98,0,0,0,9.0,0.748,1.481,1.0,18.7
10.8,4.7,22.0,17,SP98,0,0,1,5.0,0.5076,1.005,0.8,13.5
19.8,4.0,22.0,17,SP98,0,0,1,5.0,0.792,1.568,0.9333333333333333,21.214285714285715
11.3,4.3,22.0,17,SP98,0,0,0,5.0,0.48590000000000005,0.962,0.6333333333333333,17.842105263157897
11.5,5.3,22.0,15,SP98,0,0,0,7.0,0.6094999999999999,1.207,0.8833333333333333,13.018867924528303
21.4,5.2,22.0,13,SP98,0,0,0,9.0,1.1128,2.203,0.85,25.176470588235293
32.0,4.9,22.0,15,SP98,0,0,0,7.0,1.568,3.105,0.8833333333333333,36.22641509433962
41.9,4.7,22.0,14,SP98,0,0,0,8.0,1.9693,3.899,0.8833333333333333,47.43396226415094
211.0,4.6,22.0,20,SP98,0,0,0,2.0,9.706,19.218,1.3333333333333333,158.25
216.1,5.3,22.0,21,SP98,0,0,1,1.0,11.453299999999999,22.678,1.5,144.06666666666666
25.5,3.6,22.0,27,SP98,0,0,1,-5.0,0.9179999999999999,1.818,0.45,56.666666666666664
16.6,4.2,22.0,15,SP98,0,1,0,7.0,0.6972000000000002,1.38,0.8666666666666667,19.153846153846153
25.9,4.1,22.0,24,SP98,0,0,0,-2.0,1.0618999999999998,2.103,0.7166666666666667,36.13953488372093
16.5,4.0,22.0,15,SP98,0,0,0,7.0,0.66,1.307,0.8,20.625
22.1,3.9,22.0,26,SP98,0,0,0,-4.0,0.8619,1.707,0.48333333333333334,45.724137931034484
16.6,3.7,22.0,17,E10,0,0,0,5.0,0.6142000000000001,1.256,0.8166666666666667,20.3265306122449
15.4,4.5,22.0,24,E10,0,0,0,-2.0,0.693,1.417,0.7166666666666667,21.488372093023255
16.5,3.9,22.0,17,E10,0,0,0,5.0,0.6435,1.316,0.7166666666666667,23.023255813953487
15.4,5.1,22.0,24,E10,0,0,0,-2.0,0.7853999999999999,1.606,0.35,44.00000000000001
18.4,4.2,22.0,24,E10,0,0,0,-2.0,0.7728,1.58,0.9833333333333333,18.71186440677966
39.5,4.2,22.0,25,E10,0,0,0,-3.0,1.659,3.393,0.9666666666666667,40.86206896551724
21.5,4.8,25.0,27,E10,1,0,1,-2.0,1.032,2.11,0.7833333333333333,27.4468085106383
4.8,4.7,25.0,18,E10,0,0,0,7.0,0.2256,0.461,0.43333333333333335,11.076923076923077
100.9,4.7,23.5,22,E10,0,0,0,1.5,4.7423,9.698,1.45,69.58620689655173
129.7,4.6,24.0,21,E10,0,0,0,3.0,5.966199999999999,12.201,0.9666666666666667,134.17241379310343
16.6,3.8,21.5,16,E10,0,0,0,5.5,0.6308,1.29,0.7166666666666667,23.16279069767442
15.4,4.2,21.5,21,E10,0,0,0,0.5,0.6468,1.323,0.8333333333333334,18.48
16.0,3.7,22.0,17,E10,0,0,0,5.0,0.5920000000000001,1.211,0.75,21.333333333333332
16.0,4.2,22.0,15,E10,0,0,0,7.0,0.672,1.374,0.6833333333333333,23.414634146341463
15.4,4.1,22.0,24,E10,0,0,0,-2.0,0.6314,1.291,0.75,20.533333333333335
16.0,4.0,22.0,16,E10,0,0,0,6.0,0.64,1.309,0.7166666666666667,22.325581395348838
21.0,3.8,22.0,21,E10,0,0,0,1.0,0.7979999999999999,1.632,0.6166666666666667,34.05405405405405
15.4,3.8,22.0,24,E10,0,0,0,-2.0,0.5851999999999999,1.197,0.7833333333333333,19.659574468085108
16.0,3.8,22.0,17,E10,0,0,0,5.0,0.608,1.243,0.7,22.857142857142858
16.1,5.1,25.0,16,E10,1,1,0,9.0,0.8210999999999999,1.679,0.5,32.2
16.0,4.0,22.0,15,E10,0,0,0,7.0,0.64,1.309,0.7,22.857142857142858
15.4,4.8,22.0,18,E10,0,0,0,4.0,0.7392,1.512,0.6666666666666666,23.1
17.2,3.9,22.0,16,E10,0,0,0,6.0,0.6708,1.372,0.5833333333333334,29.485714285714284
16.6,4.6,22.0,25,E10,0,0,0,-3.0,0.7636,1.562,0.8333333333333334,19.92
18.3,4.3,22.0,16,SP98,0,0,0,6.0,0.7868999999999999,1.558,0.7666666666666667,23.869565217391305
16.1,4.8,22.0,18,SP98,0,1,0,4.0,0.7728,1.53,0.6,26.833333333333336
16.0,4.1,22.0,17,SP98,0,0,0,5.0,0.6559999999999999,1.299,0.7666666666666667,20.869565217391305
16.3,4.0,22.0,23,SP98,0,0,0,-1.0,0.652,1.291,0.5833333333333334,27.942857142857143
16.0,3.7,22.0,16,SP98,0,0,0,6.0,0.5920000000000001,1.172,0.7333333333333333,21.81818181818182
18.3,4.3,22.0,23,SP98,0,0,0,-1.0,0.7868999999999999,1.558,0.7666666666666667,23.869565217391305
4.5,5.2,22.0,23,SP98,0,0,1,-1.0,0.234,0.463,0.38333333333333336,11.739130434782608
17.0,4.2,22.0,16,SP98,0,0,0,6.0,0.7140000000000001,1.414,0.8,21.25
6.1,5.0,24.5,18,SP98,0,0,0,6.5,0.305,0.604,0.5833333333333334,10.457142857142856
6.1,5.0,22.0,24,SP98,0,0,1,-2.0,0.305,0.604,0.55,11.09090909090909
17.3,4.2,22.0,22,SP98,0,0,0,0.0,0.7266000000000001,1.439,0.6,28.833333333333336
6.0,4.8,22.0,17,SP98,0,0,0,5.0,0.288,0.57,0.45,13.333333333333332
16.0,4.1,22.0,15,SP98,0,0,0,7.0,0.6559999999999999,1.299,0.75,21.333333333333332
15.4,4.9,22.0,18,SP98,0,0,0,4.0,0.7546,1.494,0.9166666666666666,16.8
15.4,4.3,22.0,23,SP98,0,0,0,-1.0,0.6622,1.311,0.65,23.692307692307693
16.0,3.9,22.0,18,SP98,0,0,0,4.0,0.624,1.236,0.5833333333333334,27.428571428571427
15.4,4.5,22.0,26,SP98,0,0,0,-4.0,0.693,1.372,0.8666666666666667,17.76923076923077
16.6,4.1,25.5,30,SP98,1,0,1,-4.5,0.6806,1.348,0.8,20.75
15.4,5.0,25.5,31,SP98,1,0,0,-5.5,0.77,1.525,0.8,19.25
16.0,4.0,22.0,21,SP98,1,0,0,1.0,0.64,1.267,0.7166666666666667,22.325581395348838
15.4,4.5,22.0,30,SP98,0,0,0,-8.0,0.693,1.372,0.7,22.000000000000004
16.0,3.6,22.0,19,SP98,0,0,0,3.0,0.5760000000000001,1.14,0.7166666666666667,22.325581395348838
20.9,4.1,22.0,21,SP98,0,0,0,1.0,0.8568999999999999,1.697,0.55,37.99999999999999
32.1,3.9,22.0,26,SP98,0,0,0,-4.0,1.2519,2.479,0.7833333333333333,40.97872340425532
15.3,6.6,24.0,27,SP98,1,0,0,-3.0,1.0098,1.999,0.26666666666666666,57.375
28.5,4.0,25.0,23,SP98,1,0,0,2.0,1.14,2.257,0.7333333333333333,38.86363636363637
11.9,3.7,25.0,19,SP98,0,0,0,6.0,0.4403,0.872,0.55,21.636363636363637
14.5,4.3,25.0,22,SP98,0,0,0,3.0,0.6234999999999999,1.235,0.6,24.166666666666668
16.6,4.1,22.0,26,SP98,0,0,1,-4.0,0.6806,1.348,0.8166666666666667,20.3265306122449
16.2,4.4,24.5,17,SP98,1,0,0,7.5,0.7128,1.411,0.65,24.92307692307692
16.7,3.8,24.5,23,SP98,0,0,1,1.5,0.6345999999999999,1.257,0.7333333333333333,22.772727272727273
8.3,5.0,24.5,27,SP98,0,0,0,-2.5,0.415,0.822,0.8666666666666667,9.576923076923077
5.5,3.7,24.5,28,SP98,0,0,1,-3.5,0.20350000000000001,0.403,0.55,10.0
13.6,3.7,24.5,28,SP98,0,0,1,-3.5,0.5032,0.996,0.55,24.727272727272723
16.0,3.7,24.5,18,SP98,0,0,0,6.5,0.5920000000000001,1.172,0.65,24.615384615384613
16.1,4.3,25.0,31,SP98,1,0,0,-6.0,0.6923,1.371,0.6333333333333333,25.421052631578952
16.0,3.8,25.0,19,SP98,0,0,0,6.0,0.608,1.204,0.75,21.333333333333332
15.4,4.6,25.0,31,SP98,1,0,0,-6.0,0.7083999999999999,1.403,0.7,22.000000000000004
14.7,5.0,25.0,30,SP98,1,0,0,-5.0,0.735,1.455,0.4166666666666667,35.279999999999994
